,N_NO2,Nord_Precip,Nord_Pressure,Nord_RH,Nord_Temp,Nord_Winddirection,Nord_Windspeed,weekday_Monday,weekday_Tuesday,weekday_Wednesday,weekday_Thursday,weekday_Friday,weekday_Saturday,weekday_Sunday,season_fall,season_spring,season_summer,season_winter,holiday_sunday,holiday,holiday_school,year,month,dayofyear,weekday,season
2015-06-20,13.20636,0.020666579,973.4145,63.68729,18.00104,175.1856,1.2694447,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,6,171,6,3
2015-06-21,9.682869,0.09981083,976.06226,68.16167,14.054717,121.26328,0.7399006,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,6,172,0,3
2015-06-22,7.5482297,0.0,977.75104,58.976624,15.247738,159.32793,1.1118822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,6,173,1,3
2015-06-23,16.518358,0.0,974.27997,62.683746,18.337105,122.82198,0.84287167,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,6,174,2,3
2015-06-24,19.164942,0.5608615,973.1445,85.88857,13.787158,152.37494,0.5109628,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,6,175,3,3
2015-06-25,11.118113,0.0020862196,980.4438,63.704178,15.645114,156.37701,1.0672746,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,6,176,4,3
2015-06-26,14.610089,0.0,982.40283,60.020466,17.168736,89.68365,1.0626615,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,6,177,5,3
2015-06-27,13.360936,0.0,980.2312,55.47997,20.112377,157.39493,0.97066903,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,6,178,6,3
2015-06-28,15.204233,0.03931215,977.73956,70.518005,18.829836,126.15035,0.7475536,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,6,179,0,3
2015-06-29,10.63343,0.028881067,978.98486,66.42768,18.824772,228.27226,1.1640953,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,6,180,1,3
2015-06-30,16.623636,0.18827946,981.69995,65.47275,18.54727,109.3393,0.9406821,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,6,181,2,3
2015-07-01,15.497008,0.0020210147,981.50366,69.00023,20.702204,70.565605,0.9849267,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,7,182,3,3
2015-07-02,12.124353,0.0,981.44385,62.151215,23.423521,77.34359,0.9696429,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,7,183,4,3
2015-07-03,12.152986,0.0,982.85016,64.13495,24.254602,71.610985,0.9204486,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,7,184,5,3
2015-07-04,11.57237,0.0,985.6866,64.16814,24.632025,115.80421,0.9376413,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,7,185,6,3
2015-07-05,10.73613,0.0,983.7994,64.29718,24.456148,92.82943,0.8311364,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,7,186,0,3
2015-07-06,9.351915,0.0,979.90375,60.78781,25.378494,117.944466,1.1165934,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,7,187,1,3
2015-07-07,16.077187,0.0,978.06714,57.2708,27.189764,167.20157,1.2414885,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,7,188,2,3
2015-07-08,16.626072,0.0,975.3199,62.534653,28.267433,100.086395,1.1005177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,7,189,3,3
2015-07-09,15.724224,1.4504962,971.19586,78.04558,22.916206,218.81633,0.91032344,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,7,190,4,3
2015-07-10,9.214021,0.006193459,977.04834,66.760666,19.111832,178.30785,0.9063582,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,7,191,5,3
2015-07-11,14.157287,0.0,980.69464,56.118378,18.867855,151.35162,0.8708089,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,7,192,6,3
2015-07-12,8.802772,0.0020862222,978.4279,62.74033,20.299149,137.39267,0.85316706,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,7,193,0,3
2015-07-13,9.305834,0.014081955,976.1697,60.706318,23.903008,131.18538,1.2132931,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,7,194,1,3
2015-07-14,19.397434,0.03540046,976.7131,70.17344,21.097271,170.9999,0.62315196,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,7,195,2,3
2015-07-15,12.667556,0.0041724443,977.7056,68.79419,21.911715,68.30602,0.71992445,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,7,196,3,3
2015-07-16,14.086185,0.0,978.9038,69.11332,23.681726,80.99122,1.0765661,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,7,197,4,3
2015-07-17,15.985652,0.0,979.39404,72.91152,24.562355,81.5902,0.76423573,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,7,198,5,3
2015-07-18,14.982533,0.16559187,977.8045,64.402374,27.657242,155.85698,0.8700926,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,7,199,6,3
2015-07-19,6.800069,0.21204413,978.1185,65.51184,24.878046,166.74744,1.0496184,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,7,200,0,3
2015-07-20,9.116046,0.19707926,973.961,65.87794,25.619364,181.59541,1.2804865,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,7,201,1,3
2015-07-21,18.205101,0.0020210247,974.95703,62.041653,25.370888,190.6285,1.1239644,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,7,202,2,3
2015-07-22,18.028015,0.0016950468,976.7375,69.7021,25.712786,112.57488,1.138533,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,7,203,3,3
2015-07-23,19.906021,0.0,975.21735,66.02194,27.118273,105.92397,0.88733286,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,7,204,4,3
2015-07-24,22.43884,0.11225458,973.5337,76.3157,24.532364,151.96327,1.0731167,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,7,205,5,3
2015-07-25,17.122221,0.047787398,973.0469,71.982475,23.92708,115.92443,0.9891009,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,7,206,6,3
2015-07-26,8.97529,0.45075002,969.8596,75.14143,21.863016,254.36568,1.2216715,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,7,207,0,3
2015-07-27,8.450408,0.049808424,974.7114,75.84196,17.411236,172.63179,0.80060625,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,7,208,1,3
2015-07-28,17.802729,0.05228421,969.6623,86.54133,17.155767,153.8387,0.54756725,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,7,209,2,3
2015-07-29,14.727565,0.02907665,971.63696,82.57747,17.797197,145.7243,0.5155046,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,7,210,3,3
2015-07-30,16.634872,0.1527486,972.49567,88.14361,16.5566,187.6829,0.58486146,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,7,211,4,3
2015-07-31,13.046034,0.115719795,975.6198,86.93994,15.747303,157.85783,0.5386327,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,7,212,5,3
2015-08-01,10.2011175,0.02470862,977.8735,62.337444,18.27046,192.09206,1.1412712,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,8,213,6,3
2015-08-02,12.857117,0.008344839,977.5306,64.8924,19.083693,102.84667,1.1957176,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,8,214,0,3
2015-08-03,15.387498,0.012256543,978.63135,82.07607,18.486916,190.21962,1.081367,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,215,1,3
2015-08-04,13.640054,0.010365903,979.28937,74.48725,21.662466,169.24875,0.75772184,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,216,2,3
2015-08-05,13.23948,0.008410037,976.62506,70.56635,23.835642,105.17513,0.924212,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,8,217,3,3
2015-08-06,13.581776,0.0020210147,977.7527,62.625027,25.581484,169.03436,0.95335835,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,8,218,4,3
2015-08-07,20.263245,0.0062586474,978.06134,63.9959,25.956926,105.48254,1.2155809,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,8,219,5,3
2015-08-08,18.894123,0.0040420443,978.6946,63.27071,26.3696,108.64672,1.1775218,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,8,220,6,3
2015-08-09,12.7014885,0.004172432,979.073,63.121944,26.01406,70.05228,1.476911,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,8,221,0,3
2015-08-10,11.999371,0.0020210233,978.21436,59.457012,26.052628,104.99515,1.1196024,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,222,1,3
2015-08-11,16.319313,0.0,976.13556,58.734333,24.805063,80.28545,1.4250504,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,223,2,3
2015-08-12,17.552114,0.0,975.77655,54.047794,25.47682,105.97071,1.2241939,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,8,224,3,3
2015-08-13,18.927662,0.0,977.9058,50.82075,26.613646,203.70412,1.3173424,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,8,225,4,3
2015-08-14,27.132376,0.0,976.2995,53.62007,26.72306,176.70665,1.1768008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,8,226,5,3
2015-08-15,20.715797,0.0,971.98517,62.106632,26.293259,71.101425,1.2246451,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2015,8,227,6,3
2015-08-16,11.832082,0.0,969.2618,60.57492,25.9943,152.31602,1.1710709,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,8,228,0,3
2015-08-17,12.870212,0.012386911,968.41095,70.14304,22.620768,120.96032,0.6941729,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,229,1,3
2015-08-18,15.182523,0.050004017,969.17316,84.40062,18.223967,252.17137,0.97287107,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,230,2,3
2015-08-19,9.742951,0.34546116,973.33057,65.07891,20.502275,196.39888,0.86086386,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,8,231,3,3
2015-08-20,15.3358,0.6209054,975.99756,86.963036,17.6255,136.79256,0.58105105,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,8,232,4,3
2015-08-21,19.772251,0.010952638,980.49976,83.92806,16.937899,84.47928,0.57184464,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,8,233,5,3
2015-08-22,19.020094,0.0,983.12714,68.71256,17.52181,75.77021,0.886055,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,8,234,6,3
2015-08-23,13.679241,0.0,979.85455,60.80272,18.421936,156.69057,0.9348845,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,8,235,0,3
2015-08-24,6.909,0.0,975.9746,74.38633,17.825323,157.8795,0.54875124,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,236,1,3
2015-08-25,14.063675,0.002151416,973.57227,70.73595,19.352648,155.94328,0.77344185,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,237,2,3
2015-08-26,22.422112,0.039312147,978.28864,75.598305,16.88953,221.75612,1.1856066,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,8,238,3,3
2015-08-27,17.706167,0.0,981.02545,64.37942,18.619947,175.7148,0.95713824,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2015,8,239,4,3
2015-08-28,17.386106,0.0,977.7976,72.57291,20.581532,110.37647,0.7919905,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,8,240,5,3
2015-08-29,21.387814,0.0020210247,978.6562,68.79006,23.79093,118.86804,0.9178459,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,8,241,6,3
2015-08-30,20.478697,0.0,982.624,64.93362,24.993967,147.83252,1.1809853,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,8,242,0,3
2015-08-31,13.329004,0.0,981.03107,69.04931,24.1342,83.7452,1.0685662,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,8,243,1,3
2015-09-01,24.375473,0.0,976.01935,65.7423,24.277847,146.55115,1.0143977,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2015,9,244,2,4
2015-09-02,30.315916,0.0,971.09814,59.224197,24.729773,162.65994,0.9493634,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2015,9,245,3,4
2015-09-03,15.583482,0.35993433,974.0656,72.16683,21.17761,199.39885,0.7663331,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2015,9,246,4,4
2015-09-04,16.62327,0.09335819,974.32007,84.333244,17.982334,138.1136,0.516985,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2015,9,247,5,4
2015-09-05,13.864509,0.084622175,975.1697,70.35541,17.646322,220.02496,0.9758844,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2015,9,248,6,4
2015-09-06,7.8217635,0.48249802,974.3193,85.45736,14.129913,237.76042,1.0279725,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2015,9,249,0,4
2015-09-07,9.125564,0.014733906,978.6277,69.62755,13.296303,195.53297,0.84157366,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,9,250,1,4
2015-09-08,17.50584,0.0,982.1785,63.626175,12.290925,117.70068,0.99775237,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2015,9,251,2,4
2015-09-09,21.83705,0.0,982.36127,66.32873,14.014607,116.34265,0.65017337,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2015,9,252,3,4
2015-09-10,18.063787,0.0,980.69867,67.42386,14.085355,96.222984,0.8681182,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2015,9,253,4,4
2015-09-11,19.56517,0.0,979.9539,71.27592,13.961474,117.34805,0.78827477,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2015,9,254,5,4
2015-09-12,20.336456,0.001955827,980.38824,75.86706,14.514726,107.11576,0.77269334,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,9,255,6,4
2015-09-13,14.461557,0.004172439,980.4775,74.930244,15.933238,104.36755,0.90329987,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,9,256,0,4
2015-09-14,12.727367,0.0020862024,977.33856,81.53121,16.373037,108.54984,0.79876846,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,9,257,1,4
2015-09-15,30.57123,0.056660738,972.01447,89.32773,16.377598,189.08951,0.5591389,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,9,258,2,4
2015-09-16,23.36456,0.0020210147,972.633,89.662964,16.656858,80.86748,0.6880727,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,9,259,3,4
2015-09-17,25.402508,0.0021513999,969.41113,77.67744,18.688772,141.14882,0.6517347,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,9,260,4,4
2015-09-18,25.739052,0.0,969.0358,69.83604,22.082056,160.65201,0.83510786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,9,261,5,4
2015-09-19,18.710466,0.033183873,976.2928,70.15513,20.046083,128.00223,0.585679,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,9,262,6,4
2015-09-20,13.104091,0.21122783,979.2631,76.7721,17.98102,219.75496,0.777965,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,9,263,0,4
2015-09-21,8.146918,0.004107257,978.3633,66.45435,16.005915,263.5456,1.2147292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,9,264,1,4
2015-09-22,21.931683,0.0,977.6035,69.97213,13.830924,161.09525,0.6038253,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,9,265,2,4
2015-09-23,21.091465,0.0,971.29364,73.059135,13.447494,105.94619,0.78448576,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,9,266,3,4
2015-09-24,19.897943,0.36202058,970.0036,81.59552,12.091945,195.34303,1.661579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,9,267,4,4
2015-09-25,6.3758664,0.064216346,975.8587,69.63073,12.88311,303.56683,3.2651622,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,9,268,5,4
2015-09-26,10.811795,0.2194423,976.3823,70.869286,14.115463,275.41458,2.1902077,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,9,269,6,4
2015-09-27,14.224548,0.024839012,979.98956,74.65371,13.8637085,144.10533,0.926045,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,9,270,0,4
2015-09-28,11.87354,0.0,985.7053,66.86033,12.393512,157.03838,1.2314047,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,9,271,1,4
2015-09-29,23.669233,0.0,989.035,64.81831,11.703239,97.22034,1.1990808,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,9,272,2,4
2015-09-30,20.6409,0.0,989.8279,68.5485,10.584754,49.13286,1.167564,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,9,273,3,4
2015-10-01,16.59535,0.0,990.2783,69.677055,10.445111,109.79043,0.6793008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,10,274,4,4
2015-10-02,23.185856,0.0,990.23535,70.80295,9.860296,117.25959,1.0556558,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,10,275,5,4
2015-10-03,27.88593,0.0,987.3892,78.35672,10.497212,97.21055,1.2865026,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,10,276,6,4
2015-10-04,22.3928,0.0,981.25116,82.95925,12.14544,107.92861,0.76110333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,10,277,0,4
2015-10-05,16.206118,0.024904212,977.38947,82.81148,13.858844,108.25094,0.7727773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,278,1,4
2015-10-06,28.425638,0.0638252,976.44684,76.72306,14.74211,150.953,0.91546917,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,279,2,4
2015-10-07,31.893675,0.022687605,972.0623,81.76516,13.782265,117.08445,0.8278041,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,10,280,3,4
2015-10-08,27.20131,0.55708015,972.61304,94.41626,14.0205,101.511665,0.39617214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,10,281,4,4
2015-10-09,22.554585,0.12817033,976.919,82.489494,14.07738,177.95282,0.6462781,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,10,282,5,4
2015-10-10,21.955364,0.002086221,979.0366,84.954704,13.700259,96.30252,0.3552924,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,10,283,6,4
2015-10-11,13.8647785,0.2401741,976.11444,92.62223,11.662098,164.91768,0.55408984,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,10,284,0,4
2015-10-12,7.4353857,0.2787691,970.6624,82.49526,10.563645,229.821,0.8695107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,285,1,4
2015-10-13,16.737717,0.0,976.6497,76.4083,7.2703023,114.05297,0.7643512,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,286,2,4
2015-10-14,23.824728,0.039246935,976.9899,91.14788,7.06303,154.37431,0.3258279,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,10,287,3,4
2015-10-15,23.81804,0.69111806,974.0119,95.419525,8.473724,171.04901,0.31762633,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,10,288,4,4
2015-10-16,23.83975,0.46144184,972.2481,96.39157,9.841139,126.08832,0.3956063,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,10,289,5,4
2015-10-17,25.554098,0.1114806,974.35675,94.1893,10.618825,170.81892,0.3984666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,10,290,6,4
2015-10-18,18.81627,0.0,978.1517,85.88669,8.010491,134.28433,0.5255415,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,10,291,0,4
2015-10-19,8.238427,0.0,977.04584,79.552635,9.723813,138.2212,0.42028585,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,292,1,4
2015-10-20,16.850859,0.36195698,976.167,81.81192,8.321271,236.97906,0.7753479,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,293,2,4
2015-10-21,24.068165,0.0,977.4353,74.403145,7.834257,174.09416,0.7773001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,10,294,3,4
2015-10-22,29.054077,0.0,978.84326,79.0472,7.1461215,93.82259,0.77570534,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,10,295,4,4
2015-10-23,22.995478,0.0,977.2707,71.942535,7.9806232,100.71066,0.9228103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,10,296,5,4
2015-10-24,33.11479,0.0,981.8437,80.69047,8.027023,94.14416,0.9492543,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,10,297,6,4
2015-10-25,22.485445,0.0,982.96924,81.22112,8.355484,116.12231,0.99863964,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,10,298,0,4
2015-10-26,25.837431,0.0,982.68256,79.119095,9.624669,166.12962,0.50127393,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,10,299,1,4
2015-10-27,21.034498,0.0,983.9426,82.44393,10.282377,101.870056,0.7697825,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,300,2,4
2015-10-28,19.575356,0.0,982.10767,81.47538,11.043034,116.61447,0.33783093,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,10,301,3,4
2015-10-29,23.799103,0.0,978.2514,84.77595,9.6137705,137.65932,0.32688966,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,10,302,4,4
2015-10-30,24.484333,0.008214493,978.7856,92.556885,9.8673725,152.95854,0.2921536,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,10,303,5,4
2015-10-31,24.004637,0.008639667,987.79486,90.368454,9.829186,96.8733,0.5094078,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,10,304,6,4
2015-11-01,27.641506,0.0,994.4869,83.15303,7.896576,136.204,0.81655985,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2015,11,305,0,4
2015-11-02,27.19499,0.0,997.6436,74.85505,6.1037736,137.31544,0.9384517,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,306,1,4
2015-11-03,41.018085,0.0,992.6235,74.52213,4.9188366,97.481476,0.91143304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,307,2,4
2015-11-04,43.69858,0.0,985.37036,77.53991,5.0847783,141.42928,0.66314083,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,11,308,3,4
2015-11-05,43.751717,0.0,981.3516,76.869606,7.383793,161.70518,0.48935154,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,11,309,4,4
2015-11-06,41.96548,0.0,981.7984,77.894424,8.32066,132.55312,0.6406926,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,11,310,5,4
2015-11-07,42.500435,0.0,984.66486,72.84173,10.14008,132.71198,1.2164781,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,11,311,6,4
2015-11-08,37.49824,0.0,986.5212,72.92008,12.030818,153.30434,0.93985057,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,11,312,0,4
2015-11-09,26.049814,0.0,987.95087,76.563866,13.850755,111.01898,0.91504616,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,313,1,4
2015-11-10,44.286133,0.0,983.48175,76.72664,13.555564,161.0649,0.71629137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,314,2,4
2015-11-11,46.482723,0.0,982.59564,71.61849,14.080026,150.59944,0.68791866,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,11,315,3,4
2015-11-12,40.989685,0.0,983.59406,69.88002,13.858074,145.54546,0.6749173,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,11,316,4,4
2015-11-13,40.989685,0.0,986.0644,76.04165,12.060661,132.79826,0.8674071,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,11,317,5,4
2015-11-14,34.73075,0.0,985.5788,78.08436,11.176686,182.84167,0.43180707,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,11,318,6,4
2015-11-15,30.234661,0.0,985.22577,87.35323,8.394354,186.99799,0.51519996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,11,319,0,4
2015-11-16,32.188683,0.0,976.6049,80.95921,7.7938533,121.6451,0.61227095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,320,1,4
2015-11-17,43.35076,0.0,976.1467,65.19659,12.20147,159.14885,0.95889276,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,321,2,4
2015-11-18,41.905544,0.0,976.7941,66.218056,10.588187,107.29441,1.2677135,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,11,322,3,4
2015-11-19,50.642567,0.0,975.9793,67.253044,11.532582,144.54987,0.8747223,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,11,323,4,4
2015-11-20,52.526913,0.0,978.00885,65.22801,9.384771,71.96035,0.768873,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,11,324,5,4
2015-11-21,34.08136,0.0,966.7911,81.411804,8.118197,116.024895,0.54408604,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,11,325,6,4
2015-11-22,21.418188,0.051893,956.3809,89.8281,5.6931605,127.79731,0.54175085,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,11,326,0,4
2015-11-23,25.043943,0.012386908,963.1536,75.229744,3.4536734,187.76341,0.6445499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,327,1,4
2015-11-24,36.39378,0.0,980.2941,77.28745,1.0199598,100.65116,0.76245695,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,328,2,4
2015-11-25,39.96002,0.0,983.9095,77.02452,-0.056281153,125.35068,0.95923895,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,11,329,3,4
2015-11-26,38.825924,0.0,972.3247,80.054695,-1.0012436,161.5012,0.571758,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,11,330,4,4
2015-11-27,35.0161,0.004107237,970.22394,91.51594,0.46290445,175.36147,0.2679473,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,11,331,5,4
2015-11-28,37.487366,0.0020862222,975.4134,79.61611,1.4503732,195.91046,0.4749433,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,11,332,6,4
2015-11-29,34.770226,0.0,972.2497,77.7984,3.4358988,184.22833,0.49269274,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,11,333,0,4
2015-11-30,41.33355,0.0020862173,979.5584,71.14948,2.5326464,132.80336,0.7350568,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,11,334,1,4
2015-12-01,54.200825,0.0,978.52216,73.981384,4.6768665,204.88255,0.4886712,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,12,335,2,1
2015-12-02,59.575623,0.0,980.38226,77.055,6.6705174,175.70337,0.4423572,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,12,336,3,1
2015-12-03,36.06918,0.010300691,987.826,90.63773,7.28257,179.16107,0.50206435,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,12,337,4,1
2015-12-04,43.089203,0.0,990.7256,88.41129,6.716186,133.37537,0.3903253,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,12,338,5,1
